epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,327.196,0.95767,0.88726,1.16817,0.72087,0.56231,0.61486,0.39691,1.54833,1.35785,1.51805,0.00127092,0.00127092,0.00127092
26,334.846,0.98047,0.8872,1.17191,0.67157,0.61847,0.64155,0.40849,1.52898,1.2823,1.52968,0.00125442,0.00125442,0.00125442
27,342.558,0.96309,0.89214,1.16949,0.71296,0.58757,0.62996,0.40939,1.54669,1.28649,1.52858,0.00123791,0.00123791,0.00123791
28,350.061,0.9612,0.89621,1.16403,0.72167,0.55704,0.62266,0.41007,1.56818,1.34872,1.53634,0.00122141,0.00122141,0.00122141
29,357.554,0.94442,0.87562,1.15915,0.72408,0.5746,0.63493,0.4246,1.54305,1.30488,1.51315,0.00120491,0.00120491,0.00120491
30,365.135,0.92736,0.85852,1.15125,0.67848,0.56659,0.63464,0.42411,1.57645,1.29901,1.54536,0.0011884,0.0011884,0.0011884
31,372.545,0.93136,0.86116,1.16199,0.70367,0.58298,0.63596,0.42258,1.52884,1.32841,1.4928,0.0011719,0.0011719,0.0011719
32,380.244,0.93584,0.84898,1.13843,0.66636,0.60287,0.64182,0.42592,1.54716,1.27524,1.52729,0.0011554,0.0011554,0.0011554
33,387.801,0.93561,0.83325,1.13802,0.76111,0.54455,0.6373,0.41659,1.52408,1.28364,1.49478,0.00113889,0.00113889,0.00113889
34,395.444,0.94205,0.86779,1.15373,0.66097,0.60205,0.63464,0.41007,1.5296,1.30404,1.48308,0.00112239,0.00112239,0.00112239
35,403.061,0.91343,0.82796,1.13829,0.66803,0.58006,0.63783,0.42425,1.5607,1.32094,1.51993,0.00110589,0.00110589,0.00110589
36,410.578,0.93011,0.83244,1.14265,0.65688,0.62214,0.6512,0.42881,1.52043,1.25943,1.49416,0.00108938,0.00108938,0.00108938
37,418.151,0.93795,0.84073,1.14497,0.63816,0.62429,0.64462,0.42176,1.54723,1.27705,1.49878,0.00107288,0.00107288,0.00107288
38,425.759,0.9346,0.85378,1.14936,0.69458,0.59888,0.64758,0.41946,1.52963,1.25777,1.49228,0.00105638,0.00105638,0.00105638
39,433.396,0.93071,0.838,1.13784,0.64013,0.61041,0.63127,0.41939,1.53543,1.30163,1.51115,0.00103987,0.00103987,0.00103987
40,440.918,0.95147,0.84988,1.13695,0.6492,0.62275,0.63929,0.41947,1.52594,1.27553,1.50948,0.00102337,0.00102337,0.00102337
41,448.634,0.90384,0.79826,1.13552,0.77693,0.55508,0.64642,0.42137,1.5486,1.24198,1.51509,0.00100687,0.00100687,0.00100687
42,456.321,0.89982,0.82591,1.12693,0.64917,0.63006,0.64925,0.41839,1.54957,1.23102,1.51157,0.000990365,0.000990365,0.000990365
43,463.772,0.91606,0.82462,1.13664,0.68332,0.60083,0.63682,0.41848,1.53637,1.29755,1.53352,0.000973861,0.000973861,0.000973861
44,471.327,0.88708,0.80214,1.12035,0.66882,0.62282,0.64677,0.42751,1.52224,1.23854,1.52654,0.000957358,0.000957358,0.000957358
45,478.813,0.86822,0.78977,1.11625,0.6383,0.62927,0.64634,0.41895,1.57415,1.24066,1.54404,0.000940855,0.000940855,0.000940855
46,486.492,0.88153,0.79321,1.12107,0.62567,0.62037,0.63651,0.41492,1.52992,1.2849,1.51629,0.000924352,0.000924352,0.000924352
47,494.15,0.89929,0.81505,1.12777,0.68942,0.59151,0.62969,0.41605,1.53306,1.27829,1.50772,0.000907848,0.000907848,0.000907848
48,501.763,0.8793,0.79785,1.11476,0.64435,0.62739,0.64315,0.41861,1.54991,1.26502,1.51553,0.000891345,0.000891345,0.000891345
49,509.981,0.90534,0.80616,1.12274,0.63593,0.60859,0.63163,0.41802,1.55701,1.2859,1.52044,0.000874842,0.000874842,0.000874842
50,517.603,0.8782,0.77973,1.109,0.66241,0.61903,0.64614,0.42779,1.51374,1.25024,1.49239,0.000858338,0.000858338,0.000858338
51,525.218,0.88359,0.75892,1.1144,0.66258,0.62084,0.65289,0.41976,1.52655,1.24632,1.52136,0.000841835,0.000841835,0.000841835
52,532.857,0.87074,0.77744,1.11963,0.67641,0.6174,0.64204,0.42124,1.5212,1.2519,1.5083,0.000825332,0.000825332,0.000825332
53,540.474,0.85094,0.75901,1.1002,0.64274,0.61797,0.64135,0.41858,1.54261,1.26521,1.52558,0.000808828,0.000808828,0.000808828
54,548.109,0.89248,0.79061,1.12223,0.6835,0.61321,0.65325,0.43383,1.50461,1.24554,1.49575,0.000792325,0.000792325,0.000792325
55,555.78,0.84306,0.76973,1.11128,0.71228,0.60597,0.64972,0.41857,1.5363,1.23334,1.513,0.000775822,0.000775822,0.000775822
56,563.39,0.84775,0.76474,1.10968,0.76984,0.56839,0.64581,0.41696,1.53172,1.27711,1.51522,0.000759318,0.000759318,0.000759318
57,570.809,0.86743,0.76552,1.11511,0.71953,0.58917,0.64985,0.42547,1.52204,1.2737,1.52618,0.000742815,0.000742815,0.000742815
58,578.407,0.83875,0.76166,1.09244,0.62817,0.64328,0.65377,0.42258,1.52452,1.23241,1.51463,0.000726312,0.000726312,0.000726312
59,586.068,0.83166,0.73916,1.10015,0.68628,0.61879,0.65494,0.42699,1.53052,1.21827,1.52348,0.000709809,0.000709809,0.000709809
60,593.541,0.87596,0.79578,1.13749,0.64226,0.62292,0.64605,0.43052,1.50639,1.24268,1.4968,0.000693305,0.000693305,0.000693305
61,601.175,0.83681,0.75197,1.10674,0.69278,0.60608,0.65082,0.43459,1.48877,1.25106,1.47629,0.000676802,0.000676802,0.000676802
62,608.925,0.85598,0.77388,1.11698,0.74191,0.58804,0.65632,0.4332,1.519,1.2284,1.49307,0.000660299,0.000660299,0.000660299
63,616.631,0.83792,0.7484,1.10584,0.72154,0.5855,0.64809,0.42652,1.51458,1.26117,1.50787,0.000643795,0.000643795,0.000643795
64,624.225,0.82164,0.75507,1.10401,0.66023,0.61464,0.65037,0.43172,1.53795,1.23398,1.52688,0.000627292,0.000627292,0.000627292
65,631.759,0.81491,0.73146,1.07871,0.74538,0.57813,0.65931,0.43046,1.52258,1.2299,1.5068,0.000610789,0.000610789,0.000610789
66,639.398,0.83242,0.73695,1.08458,0.74502,0.56812,0.64644,0.43035,1.52795,1.24351,1.51993,0.000594286,0.000594286,0.000594286
67,646.907,0.81718,0.74035,1.09278,0.65783,0.62242,0.6536,0.43031,1.50854,1.20798,1.5235,0.000577782,0.000577782,0.000577782
68,654.505,0.85685,0.746,1.11116,0.6604,0.61682,0.64061,0.42645,1.53247,1.24353,1.5219,0.000561279,0.000561279,0.000561279
69,662.091,0.81706,0.71606,1.09045,0.70866,0.60871,0.65,0.43037,1.53442,1.24334,1.52525,0.000544776,0.000544776,0.000544776
70,669.67,0.8207,0.74465,1.10065,0.71942,0.60722,0.65373,0.42779,1.53479,1.21448,1.52246,0.000528272,0.000528272,0.000528272
71,677.278,0.78205,0.70128,1.08326,0.70875,0.60698,0.65825,0.43386,1.54357,1.20859,1.536,0.000511769,0.000511769,0.000511769
72,684.723,0.82408,0.72224,1.08455,0.66688,0.63222,0.66175,0.43099,1.53183,1.24013,1.51167,0.000495266,0.000495266,0.000495266
73,692.353,0.80338,0.72179,1.08109,0.6781,0.61874,0.66085,0.43249,1.52483,1.21464,1.51032,0.000478762,0.000478762,0.000478762
74,699.876,0.79462,0.71043,1.07571,0.67306,0.63043,0.66125,0.43555,1.53207,1.20413,1.51981,0.000462259,0.000462259,0.000462259
75,707.686,0.81837,0.72114,1.08293,0.77459,0.57571,0.65767,0.43421,1.53117,1.22313,1.52467,0.000445756,0.000445756,0.000445756
76,715.396,0.78607,0.70432,1.07192,0.80069,0.57081,0.66096,0.43777,1.51105,1.21793,1.51824,0.000429253,0.000429253,0.000429253
77,722.87,0.79295,0.70757,1.07482,0.65187,0.63614,0.65563,0.43741,1.51186,1.21161,1.52305,0.000412749,0.000412749,0.000412749
78,730.578,0.79392,0.69131,1.06683,0.65373,0.63111,0.65462,0.4353,1.51386,1.2208,1.51966,0.000396246,0.000396246,0.000396246
79,737.923,0.77185,0.71269,1.06943,0.67087,0.62054,0.66227,0.44203,1.51203,1.21077,1.52361,0.000379743,0.000379743,0.000379743
80,745.553,0.80131,0.69881,1.06585,0.66241,0.6332,0.66053,0.44124,1.50927,1.19257,1.51714,0.000363239,0.000363239,0.000363239
81,753.2,0.76623,0.68494,1.06189,0.64,0.64196,0.65732,0.44285,1.50508,1.25302,1.51488,0.000346736,0.000346736,0.000346736
82,760.974,0.76159,0.68875,1.06193,0.70529,0.6044,0.65091,0.43769,1.51366,1.25808,1.51455,0.000330233,0.000330233,0.000330233
83,768.727,0.76941,0.69089,1.05759,0.69142,0.62142,0.66947,0.4448,1.49956,1.2043,1.50058,0.000313729,0.000313729,0.000313729
84,776.46,0.75841,0.67516,1.05152,0.70664,0.60462,0.65923,0.43908,1.50901,1.20742,1.50641,0.000297226,0.000297226,0.000297226
85,784.247,0.80486,0.71177,1.07758,0.65862,0.62435,0.65318,0.4376,1.51958,1.21399,1.50668,0.000280723,0.000280723,0.000280723
86,792.126,0.74131,0.67277,1.05158,0.66741,0.61865,0.65683,0.43426,1.52256,1.22068,1.52883,0.00026422,0.00026422,0.00026422
87,800.042,0.76614,0.69108,1.06156,0.79533,0.55876,0.65892,0.43874,1.51106,1.2094,1.51788,0.000247716,0.000247716,0.000247716
88,807.851,0.76356,0.68402,1.05725,0.68437,0.62248,0.66143,0.44067,1.52075,1.20466,1.52529,0.000231213,0.000231213,0.000231213
89,815.26,0.77336,0.69878,1.06173,0.7672,0.57115,0.65391,0.43303,1.531,1.22288,1.53639,0.00021471,0.00021471,0.00021471
90,822.866,0.7561,0.672,1.05306,0.65987,0.63138,0.65806,0.43936,1.5166,1.22653,1.52704,0.000198206,0.000198206,0.000198206
91,831.698,0.71354,0.65021,1.05198,0.76288,0.57175,0.64883,0.43005,1.52279,1.21148,1.52985,0.000181703,0.000181703,0.000181703
92,839.418,0.68556,0.6165,1.03167,0.66987,0.62171,0.65278,0.43553,1.51195,1.20826,1.52642,0.0001652,0.0001652,0.0001652
93,846.92,0.66918,0.61358,1.02376,0.66675,0.62571,0.65387,0.43522,1.51497,1.21512,1.53003,0.000148696,0.000148696,0.000148696
94,854.278,0.66737,0.60738,1.02911,0.75396,0.5868,0.65444,0.43742,1.50964,1.20652,1.52555,0.000132193,0.000132193,0.000132193
95,861.937,0.6731,0.6116,1.0304,0.67246,0.62973,0.65783,0.443,1.50837,1.21858,1.52682,0.00011569,0.00011569,0.00011569
96,869.552,0.64827,0.5852,1.00107,0.69032,0.61746,0.65668,0.44547,1.51445,1.21627,1.52894,9.91865e-05,9.91865e-05,9.91865e-05
97,876.962,0.65154,0.58948,1.0188,0.6879,0.62268,0.65511,0.44185,1.50892,1.20927,1.52653,8.26832e-05,8.26832e-05,8.26832e-05
98,884.537,0.63962,0.58433,1.01214,0.66658,0.62419,0.65405,0.44484,1.51371,1.20742,1.52792,6.61799e-05,6.61799e-05,6.61799e-05
99,892.239,0.64218,0.58005,1.01622,0.66965,0.62422,0.65628,0.44449,1.51485,1.20677,1.5283,4.96766e-05,4.96766e-05,4.96766e-05
100,899.753,0.65876,0.59009,1.0125,0.67378,0.62304,0.65594,0.44428,1.51455,1.20787,1.52904,3.31733e-05,3.31733e-05,3.31733e-05
